project_name,bug_number,granularity,technique,crashing,predicate,mutable_bug,percentage_of_mutants_on_ground_truth,experiment_time_seconds,e_inspect,exam_score,cumulative_distance,sv_comp_overall_score
black,1,Statement,Tarantula,0,0,0,0.0,132.3571379184723,71.5,0.0007697193484837067,46.07306043496445,-2.892879548306148
black,3,Statement,Tarantula,0,0,0,0.0,104.21208119392395,46853.5,0.5130469537032981,1.8891273247496423,-2.0340963280877444
black,4,Statement,Tarantula,0,0,0,0.0,68.4707555770874,843.0,0.009314093781765148,8.38022724821114,-2.1523677681492934
black,6,Statement,Tarantula,0,1,1,0.11206574523720583,58.77962040901184,219.0,0.002423209701690714,17.90584642233857,-2.326701570680628
black,7,Statement,Tarantula,0,1,1,0.11876484560570072,64.7829794883728,541.0,0.005989217194920789,27.92177593865077,-2.507668653430014
black,8,Statement,Tarantula,0,1,1,0.7784431137724551,46.83869695663452,285.0,0.003155342493052711,17.26734367868553,-2.3129659211927582
black,10,Statement,Tarantula,0,1,1,1.0344827586206897,62.782360315322876,1.0,1.1079964100916312e-05,0.0,8
black,11,Statement,Tarantula,0,1,1,0.12526096033402923,56.28782558441162,455.3333333333333,0.005045971534219149,20.362399252423785,-2.37022544095316
black,14,Statement,Tarantula,1,1,1,5.742574257425743,52.5775830745697,1.0,1.1112716281240624e-05,0.0,8.0
black,15,Statement,Tarantula,0,1,1,5.055368319691863,61.06019687652588,1.0,1.1103955228852518e-05,0.0,8.0
black,18,Statement,Tarantula,0,0,1,0.15467904098994587,49.46785068511963,1.5,0.0002920560747663551,0.000453857791225416,2.999848714069592
black,19,Statement,Tarantula,0,0,1,0.20352781546811397,33.047914028167725,16.0,0.003573023671281822,11.630250438125387,-2.2114590988750074
black,23,Statement,Tarantula,0,1,1,0.06711409395973154,14.277763605117798,261.5,0.071448087431694,1.0816389949391814,-2.0196661635443487
cookiecutter,1,Statement,Tarantula,1,0,0,0.0,14.507770538330078,3.0,0.0019646365422396855,0.02280701754385965,0.32982456140350846
cookiecutter,2,Statement,Tarantula,0,1,1,5.555555555555555,2.641118288040161,1.0,0.00066711140760507,0.0,8
cookiecutter,3,Statement,Tarantula,0,0,0,0.0,8.216080665588379,6.5,0.004449007529089665,0.5857438016528926,-1.1945592286501379
cookiecutter,4,Statement,Tarantula,0,1,0,0.0,9.38987398147583,29.25,0.03242793791574279,135.91343186446372,-7.0
fastapi,1,Statement,Tarantula,0,1,1,16.129032258064516,40.023441553115845,4.666666666666666,0.0010458688181682353,0.2612481857764876,-0.47895500725689377
fastapi,2,Statement,Tarantula,0,0,0,0.0,7.2961249351501465,2551.0,0.5727436012572968,162.00807265388497,-3.3779571700863325
fastapi,3,Statement,Tarantula,1,1,1,5.172413793103448,12.749234676361084,3.5,0.0007907817442385902,0.05375919044983793,0.3023163886473239
fastapi,4,Statement,Tarantula,0,0,0,0.0,1.8506519794464111,95.5,0.021640607296623614,218.56100863090202,-5.921204941614486
fastapi,5,Statement,Tarantula,0,0,0,0.0,1.5185177326202393,2380.0,0.5398049444318439,447.17391304347825,-10.130434782608695
fastapi,6,Statement,Tarantula,0,1,1,1.8518518518518516,1.0297150611877441,69.0,0.01567469332121763,287.5088889306945,-7.15444164346452
fastapi,7,Statement,Tarantula,1,0,0,0.0,2.0202980041503906,36.0,0.008381839348079161,275.0,-7
fastapi,9,Statement,Tarantula,0,1,0,0.0,1.2646007537841797,831.8333333333334,0.21919191919191922,499.4959929470087,-11.081745326309248
fastapi,10,Statement,Tarantula,0,0,0,0.0,9.676014184951782,6.0,0.0015860428231562252,0.0827123695976155,-1.0948477751756442
fastapi,11,Statement,Tarantula,1,0,0,0.0,2.027017116546631,1369.3333333333333,0.36408756536382164,352.50651705768996,-8.409209401048908
fastapi,12,Statement,Tarantula,0,0,0,0.0,3.7883567810058594,1.0,0.00028050490883590464,0.0,8.0
fastapi,14,Statement,Tarantula,0,0,0,0.0,6.0734312534332275,870.75,0.3292060491493384,346.42857142857144,-8.2987012987013
fastapi,16,Statement,Tarantula,1,1,1,66.66666666666666,0.7255284786224365,1.0,0.00039416633819471815,0.0,8
httpie,2,Statement,Tarantula,0,1,1,1.6194331983805668,10.510277509689331,214.0,0.07804522246535375,275.0,-7
httpie,3,Statement,Tarantula,1,0,1,0.47393364928909953,15.367119312286377,125.33333333333333,0.046197321538272516,275.0,-7.0
httpie,4,Statement,Tarantula,0,1,1,0.2785515320334262,2.3080801963806152,163.0,0.06349824698091157,326.9213017751478,-7.9132544378698215
httpie,5,Statement,Tarantula,0,1,1,27.173913043478258,8.386019468307495,28.0,0.04643449419568822,7.425249169435215,-2.0830564784053154
keras,1,Statement,Tarantula,0,0,1,2.941176470588235,1049.5740146636963,1.0,2.6091948024839534e-05,0.0,8
keras,3,Statement,Tarantula,1,0,0,0.0,184.52024579048157,35.5,0.0009270381783046953,497.69208878770644,-11.048947068867388
keras,5,Statement,Tarantula,0,0,0,0.0,334.0135052204132,50.5,0.0013496899722044045,160.9593835616438,-4.826534246575343
keras,6,Statement,Tarantula,0,0,0,0.0,45.33613181114197,90.0,0.0024277737314882253,550.0,-12.0
keras,7,Statement,Tarantula,0,0,0,0.0,16.23026442527771,30.0,0.0008108546407913941,38.82125603864734,-2.701449275362319
keras,10,Statement,Tarantula,1,1,1,25.0,87.1016194820404,1.5,4.044107735030061e-05,0.0024752475247524753,2.9991749174917492
keras,14,Statement,Tarantula,1,0,1,45.45454545454545,26.784066915512085,1.0,2.7899450380827496e-05,0.0,8
keras,17,Statement,Tarantula,0,0,1,9.615384615384617,29.182665824890137,4.5,0.00012706121526993448,10.3375,-1.3708333333333333
keras,18,Statement,Tarantula,1,0,0,0.0,28.64491105079651,11.0,0.0003108925442315302,0.20141830661161456,-2.0006836827711942
keras,20,Statement,Tarantula,1,1,0,0.0,1174.6866481304169,60.5,0.0017086534116583824,275.0,-7
keras,26,Statement,Tarantula,1,0,0,0.0,32.99368643760681,17.0,0.0004354173603462849,0.22892408011178392,-2.005356311131812
keras,31,Statement,Tarantula,1,0,0,0.0,28.89354920387268,9.0,0.00023336617746201317,0.2665284667209594,-1.236692085585252
keras,33,Statement,Tarantula,1,1,1,95.45454545454545,6.845127820968628,1.6666666666666665,4.346503238144912e-05,0.010359116022099447,2.9965469613259668
keras,35,Statement,Tarantula,1,1,1,0.2145922746781116,18.091214179992676,13.0,0.00034596550989993613,5.66476377952756,-2.106561679790026
keras,38,Statement,Tarantula,1,0,1,0.11771630370806356,182.33350825309753,39.5,0.0010808887915936952,550.0,-12
keras,40,Statement,Tarantula,0,0,1,1.342281879194631,147.71782660484314,29.5,0.0008338044092707744,8.236231187960293,-2.1594620557156583
keras,41,Statement,Tarantula,0,1,1,8.333333333333332,16.664397478103638,1.6666666666666665,4.8118101067259477e-05,0.0031468531468531466,2.9989510489510485
keras,43,Statement,Tarantula,0,0,0,0.0,125.69938063621521,3.6666666666666665,0.00010640047203118501,0.7608695652173911,-0.07608695652173902
pandas,2,Statement,Tarantula,1,1,1,0.6765899864682002,1341.9947276115417,24.0,0.00018685040289618125,28.154470583599313,-2.5088859991330734
pandas,12,Statement,Tarantula,1,0,1,0.1620745542949757,2552.903843164444,194.0,0.0015188882364454883,550.0,-12.0
pandas,23,Statement,Tarantula,1,0,0,0.0,49.26249623298645,197.0,0.001547513373814817,550.0,-12
pandas,43,Statement,Tarantula,0,1,1,0.23134759976865238,85.88211822509766,134.5,0.001064983807495269,550.0,-12.0
pandas,54,Statement,Tarantula,0,1,0,0.0,25445.52511405945,5803.333333333333,0.04613912762331814,382.32395432554125,-2.0017094017094017
pandas,56,Statement,Tarantula,0,0,0,0.0,1699.1994307041168,320.0,0.0025443471761721886,550.0,-12.0
pandas,68,Statement,Tarantula,1,0,0,0.0,23.321685075759888,42839.0,0.34145000079705407,399.2875302158873,-9.259773276652496
pandas,72,Statement,Tarantula,1,1,1,1.6006739679865205,15.268394708633423,1.5,1.1965443798310479e-05,0.0005651491365777079,3.9998116169544744
pandas,74,Statement,Tarantula,0,1,1,0.3546099290780142,134.1193699836731,78.5,0.0006264814090644279,550.0,-12.0
pandas,77,Statement,Tarantula,1,0,0,0.0,0.4080839157104492,14.0,0.00011173362703315296,387.24489795918373,-8.670445956160243
pandas,81,Statement,Tarantula,1,1,1,2.1505376344086025,23140.768271684647,180.5,0.001444462227912932,275.0,-7.0
pandas,84,Statement,Tarantula,1,0,0,0.0,42.223748207092285,34.333333333333336,0.000274952617388751,550.0,-12
pandas,116,Statement,Tarantula,1,0,0,0.0,2121.0391430854797,347.0,0.0027804041601897406,550.0,-12.0
pandas,137,Statement,Tarantula,1,1,1,0.1282051282051282,3366.506372451782,637.0,0.005086965549184648,550.0,-12.0
pandas,141,Statement,Tarantula,1,0,1,6.2645011600928076,46.401092290878296,108.5,0.0008691472744022109,550.0,-12.0
pandas,143,Statement,Tarantula,1,1,1,0.49261083743842365,2166.20321059227,130.0,0.0010418837257762034,550.0,-12.0
pandas,146,Statement,Tarantula,1,1,1,19.047619047619047,48.27202129364014,2.5,2.0057927294025143e-05,0.024193548387096774,0.49193548387096797
pandas,168,Statement,Tarantula,1,1,0,0.0,6296.336213111877,2.0,1.5909633282952828e-05,0.004418262150220913,7
sanic,1,Statement,Tarantula,0,0,0,0.0,293.60652709007263,2.5,0.0001881821603312006,0.003129346314325452,0.49895688456189147
sanic,3,Statement,Tarantula,0,1,1,5.88235294117647,284.4683532714844,97.0,0.007129731716280779,275.0,-7.0
sanic,4,Statement,Tarantula,0,1,1,0.2004008016032064,47.88449215888977,47.0,0.0034296555750145943,275.0,-7.0
spacy,1,Statement,Tarantula,0,0,0,0,3.3847854137420654,1.0,9.429958979678439e-06,0.0,8.0
spacy,2,Statement,Tarantula,0,0,0,0.0,275.0050346851349,5.0,4.7216582463761274e-05,30.008780487804877,-1.0009756097560976
spacy,3,Statement,Tarantula,0,0,0,0.0,6.040996313095093,3.0,2.8053113895642416e-05,0.018354055654233273,0.330373001776199
spacy,4,Statement,Tarantula,1,0,1,46.51162790697674,4.43233323097229,10.0,9.9589690475242e-05,2.971085651936716,-2.049645390070922
spacy,5,Statement,Tarantula,1,0,0,0.0,38.57931137084961,1.0,1.002194806626512e-05,0.0,8
spacy,6,Statement,Tarantula,0,1,1,0.8620689655172413,34.51030898094177,17.666666666666668,0.00017745812992613725,275.0,-7.0
thefuck,2,Statement,Tarantula,0,0,0,0.0,3.6633265018463135,8.5,0.00195717246143219,16.31454005934718,-3.1824925816023737
thefuck,3,Statement,Tarantula,0,0,0,0,4.067361831665039,1.6666666666666665,0.0003878675044604763,0.01171875,2.99609375
thefuck,4,Statement,Tarantula,1,0,1,37.5,27.40939736366272,4.0,0.0009675858732462506,14.112094395280232,-1.4112094395280237
thefuck,6,Statement,Tarantula,1,0,1,4.545454545454546,1.3505890369415283,2.0,0.0004889975550122249,10.041666666666666,-2.013888888888889
thefuck,7,Statement,Tarantula,0,0,0,0.0,0.6760425567626953,6.0,0.0015186028853454822,150.0,3
thefuck,8,Statement,Tarantula,0,0,0,0.0,0.7262434959411621,5.0,0.0013126804935678655,54.21428571428571,-4.185714285714285
thefuck,13,Statement,Tarantula,0,0,0,0.0,1.4209578037261963,3.0,0.0011385199240986717,21.960474308300395,-2.932806324110672
thefuck,14,Statement,Tarantula,0,1,1,100.0,7.336745738983154,1.0,0.00039261876717707107,0.0,8
thefuck,15,Statement,Tarantula,0,0,1,4.3478260869565215,3.262887954711914,2.0,0.0007914523149980214,20.0,-5.333333333333334
thefuck,17,Statement,Tarantula,0,0,1,1.7857142857142856,16.943659782409668,2.0,0.0008166598611678236,5.554730983302412,0.693877551020408
thefuck,19,Statement,Tarantula,0,0,0,0.0,3.976938009262085,5.0,0.0022281639928698753,133.33333333333331,-9.777777777777779
thefuck,20,Statement,Tarantula,0,0,1,58.333333333333336,0.8783576488494873,3.0,0.001344688480502017,30.0,6
thefuck,25,Statement,Tarantula,0,0,0,0.0,8.246513366699219,1.0,0.00055005500550055,0.0,8
thefuck,26,Statement,Tarantula,0,0,1,57.89473684210527,2.047957181930542,2.0,0.0010964912280701754,0.13846153846153847,1.953846153846154
thefuck,28,Statement,Tarantula,0,0,1,16.666666666666664,9.628909349441528,1.2,0.0006670372429127293,0.0029850746268656717,5.997014925373134
thefuck,29,Statement,Tarantula,0,0,0,0.0,2.5247983932495117,2.3333333333333335,0.001298460396957893,0.16091954022988506,3.655172413793103
tornado,1,Statement,Tarantula,0,0,1,0.11689070718877849,78.14776730537415,1.0,5.662514156285391e-05,0.0,8
tornado,5,Statement,Tarantula,0,1,1,27.397260273972602,2001.7016625404358,3.3333333333333335,0.00018432500184325002,0.12264922322158626,0.20178068501862434
tornado,6,Statement,Tarantula,0,0,0,0.0,1777.4389777183533,6841.5,0.3787576814482644,4.446977124183006,-2.085375816993464
tornado,8,Statement,Tarantula,0,0,0,0.0,45.8743679523468,8.5,0.00048671552908841043,0.11420500403551251,-2.0121065375302662
tqdm,4,Statement,Tarantula,1,0,0,0.0,36.23267221450806,1.0,0.0004938271604938272,0.0,8
tqdm,5,Statement,Tarantula,1,1,1,1.240694789081886,80.39165186882019,89.33333333333333,0.04623878536922015,14.117718446601941,-2.078883495145631
tqdm,6,Statement,Tarantula,1,0,0,0.0,42.12509560585022,1.0,0.0005307855626326964,0.0,8
tqdm,7,Statement,Tarantula,1,0,0,0.0,0.7109723091125488,933.0,0.5112328767123288,17.71480582524272,-2.3220873786407767
tqdm,8,Statement,Tarantula,0,0,0,0.0,17.729987859725952,2.5,0.002206531332744925,0.09104567307692309,0.4696514423076925
tqdm,9,Statement,Tarantula,1,1,1,4.761904761904762,6.175822496414185,3.25,0.006063432835820896,0.03709016393442624,0.743237704918033
youtube-dl,1,Statement,Tarantula,0,0,1,0.2695417789757413,75.37886786460876,4.333333333333334,3.989847372992417e-05,0.021438984649686993,-0.33547723179830213
youtube-dl,2,Statement,Tarantula,0,0,1,1.6842105263157894,69.2180483341217,40.8,0.00038750486755501524,550.0,-12
youtube-dl,6,Statement,Tarantula,0,1,1,33.33333333333333,35.18240404129028,1.5,2.3032275895955532e-05,0.0005900865460267506,2.999803304484658
youtube-dl,7,Statement,Tarantula,0,1,1,4.3478260869565215,91.02659153938293,5.333333333333333,8.495003875845518e-05,0.03274760383386581,-0.6688498402555907
youtube-dl,13,Statement,Tarantula,0,1,1,9.090909090909092,61.20927572250366,8.5,7.402827008996612e-05,0.02850877192982456,-2.000814536340852
youtube-dl,15,Statement,Tarantula,0,0,0,0.0,53.85087466239929,54201.0,0.5111903347197465,0.2622141372141372,-2.003378378378378
youtube-dl,17,Statement,Tarantula,1,0,1,3.8461538461538463,82.45962834358215,2.0,1.9669744981756312e-05,0.0009414225941422594,1.9996861924686193
youtube-dl,18,Statement,Tarantula,0,0,1,0.21052631578947367,96.41504907608032,10.0,9.896678674636792e-05,0.2853614880938895,-1.478872601218932
youtube-dl,20,Statement,Tarantula,0,0,1,3.571428571428571,67.46742272377014,34884.66666666667,0.3476403546360795,0.09610355648535564,-2.0048378661087867
youtube-dl,21,Statement,Tarantula,0,1,1,88.88888888888889,57.83148527145386,2.0,2.0809272611875853e-05,0.0008234971177600878,1.9997255009607464
youtube-dl,24,Statement,Tarantula,0,1,1,0.1520912547528517,115.31560850143433,56.25,0.0006303792361484669,125.30517879161529,-4.278275978029368
youtube-dl,25,Statement,Tarantula,0,0,1,3.4482758620689653,38.36088013648987,7.666666666666667,9.095690619970183e-05,0.07902593221331147,-1.0931042556927941
youtube-dl,31,Statement,Tarantula,0,1,1,58.139534883720934,7.539561986923218,3.2,7.957427761476103e-05,0.006600660066006601,0.6655665566556661
youtube-dl,34,Statement,Tarantula,0,1,0,0.0,3.6900370121002197,9314.25,0.25537383818166864,0.3871966959215281,-2.0070399399258463
youtube-dl,41,Statement,Tarantula,0,0,0,0.0,6.069176435470581,8.666666666666668,0.00042268175315385623,0.4227495908346972,-1.2093944353518822
youtube-dl,43,Statement,Tarantula,0,0,0,0.0,10.410496473312378,2.5,0.00014643861293345828,0.004117108874656907,0.49862763037511426
black,1,Statement,Ochiai,0,0,0,0.0,132.3571379184723,71.5,0.0007697193484837067,46.07306043496445,-2.892879548306148
black,3,Statement,Ochiai,0,0,0,0.0,104.21208119392395,46853.5,0.5130469537032981,1.8891273247496423,-2.0340963280877444
black,4,Statement,Ochiai,0,0,0,0.0,68.4707555770874,843.0,0.009314093781765148,8.38022724821114,-2.1523677681492934
black,6,Statement,Ochiai,0,1,1,0.11206574523720583,58.77962040901184,219.0,0.002423209701690714,17.90584642233857,-2.326701570680628
black,7,Statement,Ochiai,0,1,1,0.11876484560570072,64.7829794883728,541.0,0.005989217194920789,27.92177593865077,-2.507668653430014
black,8,Statement,Ochiai,0,1,1,0.7784431137724551,46.83869695663452,285.0,0.003155342493052711,17.26734367868553,-2.3129659211927582
black,10,Statement,Ochiai,0,1,1,1.0344827586206897,62.782360315322876,1.0,1.1079964100916312e-05,0.0,8
black,11,Statement,Ochiai,0,1,1,0.12526096033402923,56.28782558441162,455.3333333333333,0.005045971534219149,20.362399252423785,-2.37022544095316
black,14,Statement,Ochiai,1,1,1,5.742574257425743,52.5775830745697,1.0,1.1112716281240624e-05,0.0,8.0
black,15,Statement,Ochiai,0,1,1,5.055368319691863,61.06019687652588,1.0,1.1103955228852518e-05,0.0,8.0
black,18,Statement,Ochiai,0,0,1,0.15467904098994587,49.46785068511963,1.5,0.0002920560747663551,0.000453857791225416,2.999848714069592
black,19,Statement,Ochiai,0,0,1,0.20352781546811397,33.047914028167725,16.0,0.003573023671281822,11.630250438125387,-2.2114590988750074
black,23,Statement,Ochiai,0,1,1,0.06711409395973154,14.277763605117798,261.5,0.071448087431694,1.0816389949391814,-2.0196661635443487
cookiecutter,1,Statement,Ochiai,1,0,0,0.0,14.507770538330078,3.0,0.0019646365422396855,0.02280701754385965,0.32982456140350846
cookiecutter,2,Statement,Ochiai,0,1,1,5.555555555555555,2.641118288040161,1.0,0.00066711140760507,0.0,8
cookiecutter,3,Statement,Ochiai,0,0,0,0.0,8.216080665588379,6.5,0.004449007529089665,0.5857438016528926,-1.1945592286501379
cookiecutter,4,Statement,Ochiai,0,1,0,0.0,9.38987398147583,29.25,0.03242793791574279,135.91343186446372,-7.0
fastapi,1,Statement,Ochiai,0,1,1,16.129032258064516,40.023441553115845,4.666666666666666,0.0010458688181682353,0.2612481857764876,-0.47895500725689377
fastapi,2,Statement,Ochiai,0,0,0,0.0,7.2961249351501465,2551.0,0.5727436012572968,162.00807265388497,-3.3779571700863325
fastapi,3,Statement,Ochiai,1,1,1,5.172413793103448,12.749234676361084,4.5,0.001016719385449616,0.052672147995889,-0.7552672147995889
fastapi,4,Statement,Ochiai,0,0,0,0.0,1.8506519794464111,95.5,0.021640607296623614,218.56100863090202,-5.921204941614486
fastapi,5,Statement,Ochiai,0,0,0,0.0,1.5185177326202393,2380.0,0.5398049444318439,447.17391304347825,-10.130434782608695
fastapi,6,Statement,Ochiai,0,1,1,1.8518518518518516,1.0297150611877441,69.0,0.01567469332121763,287.5088889306945,-7.15444164346452
fastapi,7,Statement,Ochiai,1,0,0,0.0,2.0202980041503906,36.0,0.008381839348079161,275.0,-7
fastapi,9,Statement,Ochiai,0,1,0,0.0,1.2646007537841797,831.8333333333334,0.21919191919191922,499.4959929470087,-11.081745326309248
fastapi,10,Statement,Ochiai,0,0,0,0.0,9.676014184951782,6.0,0.0015860428231562252,0.0827123695976155,-1.0948477751756442
fastapi,11,Statement,Ochiai,1,0,0,0.0,2.027017116546631,1369.3333333333333,0.36408756536382164,128.475935828877,-4.335926105979582
fastapi,12,Statement,Ochiai,0,0,0,0.0,3.7883567810058594,1.0,0.00028050490883590464,0.0,8.0
fastapi,14,Statement,Ochiai,0,0,0,0.0,6.0734312534332275,870.75,0.3292060491493384,346.42857142857144,-8.2987012987013
fastapi,16,Statement,Ochiai,1,1,1,66.66666666666666,0.7255284786224365,1.0,0.00039416633819471815,0.0,8
httpie,2,Statement,Ochiai,0,1,1,1.6194331983805668,10.510277509689331,214.0,0.07804522246535375,275.0,-7
httpie,3,Statement,Ochiai,1,0,1,0.47393364928909953,15.367119312286377,125.33333333333333,0.046197321538272516,275.0,-7.0
httpie,4,Statement,Ochiai,0,1,1,0.2785515320334262,2.3080801963806152,163.0,0.06349824698091157,326.9213017751478,-7.9132544378698215
httpie,5,Statement,Ochiai,0,1,1,27.173913043478258,8.386019468307495,28.0,0.04643449419568822,7.425249169435215,-2.0830564784053154
keras,1,Statement,Ochiai,0,0,1,2.941176470588235,1049.5740146636963,1.0,2.6091948024839534e-05,0.0,8
keras,3,Statement,Ochiai,1,0,0,0.0,184.52024579048157,35.5,0.0009270381783046953,497.69208878770644,-11.048947068867388
keras,5,Statement,Ochiai,0,0,0,0.0,334.0135052204132,50.5,0.0013496899722044045,160.9593835616438,-4.826534246575343
keras,6,Statement,Ochiai,0,0,0,0.0,45.33613181114197,90.0,0.0024277737314882253,550.0,-12.0
